Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
04/06/2015,Completed,04/09/2015,15-01166218,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,7551 N OAKLEY AVE,60645,1159679.09990566,1949992.6532842,49,24,2,42.0184989443,-87.6877435148,"(42.01849894429114, -87.6877435147768)"
04/06/2015,Completed,04/09/2015,15-01175829,Rodent Baiting/Rat Complaint,8,3,4,Dispatch Crew,Inspected and baited,5300 W ROSCOE ST,60641,1140431.08151298,1922094.18366908,38,16,15,41.9423198519,-87.7592617962,"(41.94231985189545, -87.75926179618767)"
04/06/2015,Completed,04/13/2015,15-01169201,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,Inspected and baited,3835 N ALTA VISTA TER,60613,1168359.00990048,1925695.05391263,44,19,6,41.9516416697,-87.6565095773,"(41.95164166972051, -87.65650957731198)"
04/06/2015,Completed,04/09/2015,15-01179952,Rodent Baiting/Rat Complaint,2,2,0,Dispatch Crew,Inspected and baited,800 W WAVELAND AVE,60613,1170261.79222265,1924789.37351056,46,19,6,41.9491150027,-87.6495415868,"(41.94911500270813, -87.6495415867839)"
04/06/2015,Completed,04/09/2015,15-01163893,Rodent Baiting/Rat Complaint,0,5,1,Dispatch Crew,Inspected and baited,1815 W 34TH ST,60608,1164804.54948538,1882166.73938674,11,9,59,41.832272952,-87.6708111701,"(41.83227295201875, -87.67081117011544)"
04/06/2015,Completed,04/09/2015,15-01173060,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5909 N KOSTNER AVE,60646,1146011.38462367,1938897.47007027,39,17,12,41.9883249776,-87.7383225522,"(41.98832497763533, -87.73832255223432)"
04/06/2015,Completed,04/09/2015,15-01164099,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,4125 W CULLOM AVE,60641,1148249.18243044,1928261.27369255,39,17,16,41.9590955675,-87.730366997,"(41.95909556753465, -87.73036699701832)"
04/06/2015,Completed,04/10/2015,15-01167621,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5645 N SPAULDING AVE,60659,1153357.02720412,1937425.66748461,40,17,13,41.9841430534,-87.7113437182,"(41.984143053413376, -87.71134371817456)"
04/06/2015,Completed,04/09/2015,15-01162125,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5200 S CENTRAL AVE,60638,1139907.64180111,1869586.11116746,23,8,56,41.7982402818,-87.7624691642,"(41.79824028175361, -87.76246916423885)"
04/06/2015,Completed,04/09/2015,15-01171107,Rodent Baiting/Rat Complaint,0,5,2,Dispatch Crew,Inspected and baited,4613 S EMERALD AVE,60609,1172074.10673106,1874278.58832959,11,9,61,41.8104701672,-87.6443703483,"(41.81047016717942, -87.64437034832127)"
04/06/2015,Completed,04/09/2015,15-01176671,Rodent Baiting/Rat Complaint,6,1,8,Dispatch Crew,Inspected and baited,2053 W BIRCHWOOD AVE,60645,1161216.32637553,1949799.65697808,49,24,1,42.0179374029,-87.6820921826,"(42.01793740285753, -87.68209218262542)"
04/06/2015,Completed,04/10/2015,15-01172375,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,73 W ILLINOIS ST,60654,1175644.57489933,1903591.65973302,42,18,8,41.8908280897,-87.6303942335,"(41.890828089704044, -87.6303942334589)"
04/06/2015,Completed,04/09/2015,15-01172195,Rodent Baiting/Rat Complaint,0,0,2,Dispatch Crew,Inspected and baited,11663 S LOWE AVE,60628,1174038.29328437,1827665.47421982,34,5,53,41.6825144118,-87.6385464777,"(41.68251441178105, -87.63854647765193)"
04/06/2015,Completed,04/09/2015,15-01164447,Rodent Baiting/Rat Complaint,2,0,0,Dispatch Crew,Inspected and baited,2628 N CLARK ST,60614,1171893.77823198,1918006.749204,43,19,7,41.9304673391,-87.6437432751,"(41.93046733907124, -87.64374327510072)"
04/06/2015,Completed,04/09/2015,15-01175908,Rodent Baiting/Rat Complaint,0,0,2,Dispatch Crew,Inspected and baited,5400 W MELROSE ST,60641,1139794.5737235,1921080.50538465,38,16,15,41.939549891,-87.7616261301,"(41.939549891042425, -87.76162613007479)"
04/06/2015,Completed,04/14/2015,15-01176329,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,2253 W ARMITAGE AVE,60647,1161022.57567694,1913245.4941839,32,14,22,41.9176351117,-87.6838248677,"(41.91763511173272, -87.68382486766026)"
04/06/2015,Completed,04/09/2015,15-01170282,Rodent Baiting/Rat Complaint,4,3,7,Dispatch Crew,Inspected and baited,1958 N BISSELL ST,60614,1169652.9865018,1913166.62171684,43,18,7,41.9172349445,-87.6521189069,"(41.91723494445803, -87.65211890689558)"
04/06/2015,Completed,04/09/2015,15-01166217,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,938 W MARQUETTE RD,60621,1171101.24642935,1860404.63798892,17,7,68,41.7724198444,-87.648344136,"(41.77241984441435, -87.64834413601477)"
04/05/2015,Completed,04/09/2015,15-01146318,Rodent Baiting/Rat Complaint,7,16,0,Dispatch Crew,Inspected and baited,2947 N GRESHAM AVE,60618,1152369.8476957,1919564.06718345,35,14,21,41.9351492281,-87.7154481272,"(41.93514922808732, -87.71544812718203)"
04/05/2015,Completed,04/13/2015,15-01155133,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,2823 N BURLING ST,60657,1170813.89992733,1918985.61240324,44,19,6,41.9331771474,-87.6476827815,"(41.9331771473949, -87.64768278146295)"
04/05/2015,Completed,04/09/2015,15-01144786,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,327 N LOTUS AVE,60644,1139890.74987735,1901631.23247594,28,15,25,41.8861771244,-87.7617490255,"(41.8861771243906, -87.76174902546371)"
04/05/2015,Completed,04/08/2015,15-01144606,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,1540 N BELL AVE,60622,1161124.66102969,1910204.40178634,1,14,24,41.9092880101,-87.6835344532,"(41.90928801011419, -87.68353445316357)"
04/05/2015,Completed,04/08/2015,15-01153166,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",1609 N SAYRE AVE,60707,1129346.18999866,1909923.20157951,36,25,25,41.9091176401,-87.8002826236,"(41.90911764010043, -87.80028262356412)"
04/05/2015,Completed,04/09/2015,15-01151952,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,1367 E 50TH ST,60615,1186161.30342517,1872119.98638101,4,2,39,41.8042252855,-87.592768939,"(41.804225285466494, -87.59276893904219)"
04/05/2015,Completed,04/09/2015,15-01154490,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,5324 S DR MARTIN LUTHER KING JR DR,60615,1179829.27751054,1869806.58987541,3,2,40,41.7980244876,-87.6160623759,"(41.79802448763489, -87.616062375912)"
04/05/2015,Completed,04/09/2015,15-01152212,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1618 W GRACE ST,60613,1164783.36298427,1925298.65692454,47,19,6,41.9506306711,-87.6696648369,"(41.95063067108291, -87.66966483690518)"
04/05/2015,Completed - Dup,04/14/2015,15-01147776,Rodent Baiting/Rat Complaint,,,,,,2317 S WABASH AVE,60616,1177110.62811195,1889007.50071475,2,1,33,41.8507751947,-87.6254519134,"(41.85077519467484, -87.62545191340536)"
04/05/2015,Completed,04/09/2015,15-01158035,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,5136 S SPAULDING AVE,60632,1155247.86907572,1870379.38741791,14,8,63,41.8001238104,-87.7061917684,"(41.80012381038622, -87.70619176838755)"
04/05/2015,Completed - Dup,04/08/2015,15-01155111,Rodent Baiting/Rat Complaint,,,,,,2341 W HURON ST,60612,1160670.90459382,1904612.67671637,1,12,24,41.893953292,-87.6853565083,"(41.89395329202484, -87.68535650833354)"
04/05/2015,Completed,04/09/2015,15-01151100,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,3739 N MARSHFIELD AVE,60613,1164655.83551279,1924891.85162032,47,19,6,41.9495170866,-87.6701451884,"(41.94951708662531, -87.6701451883585)"
04/05/2015,Completed,04/08/2015,15-01149281,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,2924 N TALMAN AVE,60618,1158202.69010622,1919322.18097539,1,14,21,41.9343681181,-87.6940187744,"(41.93436811812486, -87.69401877438945)"
04/05/2015,Completed,04/09/2015,15-01151129,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,Inspected and baited,1724 W SCHOOL ST,60657,1164149.0237817,1921956.63607561,32,19,6,41.9414734505,-87.6720913892,"(41.941473450547804, -87.67209138922999)"
04/05/2015,Completed,04/09/2015,15-01148062,Rodent Baiting/Rat Complaint,1,8,6,Dispatch Crew,Inspected and baited,3337 W ADAMS ST,60624,1154176.25210833,1898877.11760481,28,11,27,41.8783464623,-87.7093625122,"(41.87834646227453, -87.70936251219103)"
04/05/2015,Completed,04/08/2015,15-01153390,Rodent Baiting/Rat Complaint,4,6,5,Dispatch Crew,Inspected and baited,1406 N GREENVIEW AVE,60642,1166132.98259499,1909458.48119589,1,14,24,41.9071355674,-87.6651575101,"(41.907135567445174, -87.66515751006752)"
04/05/2015,Completed,04/09/2015,15-01144004,Rodent Baiting/Rat Complaint,4,3,3,Dispatch Crew,Inspected and baited,450 N MAY ST,60642,1168737.42769049,1903303.61591845,27,12,24,41.8901901504,-87.6557688751,"(41.89019015037354, -87.65576887510842)"
04/05/2015,Completed,04/14/2015,15-01147045,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,2317 S WABASH AVE,60616,1177110.62811195,1889007.50071475,2,1,33,41.8507751947,-87.6254519134,"(41.85077519467484, -87.62545191340536)"
04/05/2015,Completed,04/08/2015,15-01149066,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,2926 N TALMAN AVE,60618,1158202.39010622,1919335.78097539,1,14,21,41.9344054436,-87.6940195042,"(41.934405443596845, -87.69401950418568)"
04/05/2015,Completed,04/09/2015,15-01147515,Rodent Baiting/Rat Complaint,1,2,2,Dispatch Crew,Inspected and baited,1801 S FAIRFIELD AVE,60608,1158310.81682041,1891265.26523366,28,10,29,41.8573752849,-87.6943892797,"(41.85737528490683, -87.694389279737)"
04/05/2015,Completed,04/09/2015,15-01156237,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,1440 W IRVING PARK RD,60613,1165842.75991156,1926656.27001059,47,19,6,41.9543334448,-87.6657317103,"(41.95433344480134, -87.6657317103313)"
04/05/2015,Completed,04/09/2015,15-01152598,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5117 W PARKER AVE,60639,1141796.66878752,1917804.11798625,31,25,19,41.9305222839,-87.7543490734,"(41.9305222839495, -87.7543490733749)"
04/04/2015,Completed,04/09/2015,15-01136340,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1631 W WOLFRAM ST,60657,1164961.13567512,1918983.99149975,32,19,6,41.9332991254,-87.6691912034,"(41.93329912539823, -87.66919120335459)"
04/04/2015,Completed,04/09/2015,15-01136354,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,7328 N OAKLEY AVE,60645,1159747.71959509,1948542.2030108,49,24,2,42.0145174509,-87.6875312751,"(42.0145174509307, -87.68753127513602)"
04/04/2015,Completed,04/13/2015,15-01131024,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5096 W VAN BUREN ST,60644,1142240.05869818,1897526.62126769,29,15,25,41.874870295,-87.7532235939,"(41.87487029497842, -87.75322359394951)"
04/04/2015,Completed,04/09/2015,15-01138256,Rodent Baiting/Rat Complaint,4,12,5,Dispatch Crew,Inspected and baited,3847 W FLOURNOY ST,60624,1150865.65999254,1896754.29010655,24,11,26,41.8725865906,-87.7215739184,"(41.87258659060211, -87.72157391843317)"
04/04/2015,Completed,04/14/2015,15-01138426,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1445 S PLYMOUTH CT,60605,1176256.06302645,1893634.23011734,2,1,33,41.8634905465,-87.628448899,"(41.863490546459296, -87.62844889903924)"
04/04/2015,Completed,04/09/2015,15-01136050,Rodent Baiting/Rat Complaint,4,7,4,Dispatch Crew,Inspected and baited,7120 S MORGAN ST,60621,1170874.31383097,1857611.60280923,17,7,68,41.7647603684,-87.649257436,"(41.764760368435276, -87.64925743599558)"
04/04/2015,Completed,04/09/2015,15-01134624,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,6513 W ARCHER AVE,60638,1133833.25822608,1867376.5055946,23,8,56,41.7922852647,-87.7847972676,"(41.79228526474533, -87.7847972675603)"
04/04/2015,Completed,04/09/2015,15-01143754,Rodent Baiting/Rat Complaint,2,6,8,Dispatch Crew,Inspected and baited,1745 W 38TH ST,60609,1165244.75370537,1879511.69590812,11,9,59,41.8249779041,-87.6692713025,"(41.82497790408314, -87.66927130246285)"
04/04/2015,Completed,04/09/2015,15-01143750,Rodent Baiting/Rat Complaint,0,8,2,Dispatch Crew,Inspected and baited,1747 W 38TH ST,60609,1165234.75370537,1879511.49590812,11,9,59,41.8249775674,-87.6693079953,"(41.82497756735529, -87.66930799533068)"
04/04/2015,Completed,04/14/2015,15-01134272,Rodent Baiting/Rat Complaint,3,3,3,Dispatch Crew,Inspected and baited,1933 S INDIANA AVE,60616,1177954.26947244,1891013.11097057,2,1,33,41.8562595978,-87.6222946629,"(41.856259597777154, -87.62229466293343)"
04/04/2015,Completed,04/09/2015,15-01137606,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,3135 N KOSTNER AVE,60641,1146500.08562636,1920484.22158542,31,25,20,41.9377882752,-87.7369963942,"(41.93778827521538, -87.73699639417285)"
04/04/2015,Completed,04/07/2015,15-01134184,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,109 W NORTH AVE,60610,1175119.10266616,1911000.57172938,42,18,8,41.9111703106,-87.6321016006,"(41.91117031061405, -87.63210160057912)"
04/04/2015,Completed,04/09/2015,15-01131829,Rodent Baiting/Rat Complaint,1,1,4,Dispatch Crew,Inspected and baited,4908 N MULLIGAN AVE,60630,1132882.18039495,1932270.20477999,45,16,11,41.9703792903,-87.7867693386,"(41.97037929029994, -87.78676933859535)"
04/04/2015,Completed,04/09/2015,15-01137604,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,3133 N KOSTNER AVE,60641,1146500.48562636,1920470.82158542,31,25,20,41.9377514968,-87.7369952667,"(41.937751496784266, -87.73699526666162)"
04/04/2015,Completed,04/09/2015,15-01131797,Rodent Baiting/Rat Complaint,2,8,2,Dispatch Crew,Inspected and baited,7211 S GREEN ST,60621,1171884.19712292,1857037.09917117,17,7,68,41.7631617605,-87.6455727774,"(41.763161760535255, -87.64557277735246)"
04/04/2015,Completed,04/09/2015,15-01143634,Rodent Baiting/Rat Complaint,5,2,7,Dispatch Crew,Inspected and baited,6226 N CICERO AVE,60646,1143275.80372651,1940841.37778528,39,16,12,41.9937109066,-87.7483355527,"(41.99371090664392, -87.74833555272657)"
04/04/2015,Completed,04/09/2015,15-01128597,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,5638 N ASHLAND AVE,60660,1164639.49291677,1937622.66599747,40,20,77,41.9844512961,-87.6698428693,"(41.984451296112354, -87.66984286932343)"
04/04/2015,Completed,04/09/2015,15-01130783,Rodent Baiting/Rat Complaint,1,0,2,Dispatch Crew,Inspected and baited,4418 N DOVER ST,60640,1166031.26971309,1929443.75422384,47,19,3,41.9619783849,-87.6649588005,"(41.96197838494738, -87.66495880046983)"
04/04/2015,Completed,04/09/2015,15-01131044,Rodent Baiting/Rat Complaint,0,4,5,Dispatch Crew,Inspected and baited,5514 W CHICAGO AVE,60651,1139304.12171482,1904793.41879225,37,15,25,41.8948652611,-87.7638262176,"(41.89486526109369, -87.76382621758194)"
04/04/2015,Completed,04/09/2015,15-01137991,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,Inspected and baited,4638 N CAMPBELL AVE,60625,1158865.58513355,1930796.64171658,47,19,4,41.9658411328,-87.6912667318,"(41.96584113284143, -87.69126673180828)"
04/04/2015,Completed,04/09/2015,15-01131787,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,4523 N GREENVIEW AVE,60640,1165262.13092527,1930122.03102715,47,19,3,41.963856032,-87.6677672199,"(41.96385603196781, -87.66776721986217)"
04/04/2015,Completed,04/09/2015,15-01134733,Rodent Baiting/Rat Complaint,1,4,3,Dispatch Crew,Inspected and baited,2412 N LOREL AVE,60639,1140316.55877517,1915520.36318655,31,25,19,41.9242827183,-87.7598443465,"(41.924282718302464, -87.75984434654431)"
04/04/2015,Completed,04/09/2015,15-01132898,Rodent Baiting/Rat Complaint,0,2,4,Dispatch Crew,Inspected and baited,4531 N ALBANY AVE,60625,1154898.76087474,1929935.59729814,33,17,14,41.9635590193,-87.7058751896,"(41.96355901931826, -87.70587518961023)"
04/04/2015,Completed,04/08/2015,15-01142318,Rodent Baiting/Rat Complaint,7,10,10,Dispatch Crew,Inspected and baited,1622 N BOSWORTH AVE,60642,1165736.59470773,1910881.10867687,1,14,24,41.9110478144,-87.6665729851,"(41.9110478144225, -87.6665729851238)"
04/04/2015,Completed,04/09/2015,15-01133582,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,7223 N BELL AVE,60645,1160112.22001531,1947868.92001386,49,24,2,42.0126623908,-87.6862087863,"(42.012662390803015, -87.68620878629235)"
04/03/2015,Completed,04/09/2015,15-01108834,Rodent Baiting/Rat Complaint,0,4,3,Dispatch Crew,Inspected and baited,5100 N MAJOR AVE,60630,1137178.16688283,1933573.06063218,45,16,11,41.9738781498,-87.7709410155,"(41.97387814980099, -87.77094101553914)"
04/03/2015,Completed,04/08/2015,15-01109983,Rodent Baiting/Rat Complaint,3,11,3,Dispatch Crew,Inspected and baited,2816 W MARQUETTE RD,60629,1158865.40610496,1860093.15418897,15,8,66,41.7718237605,-87.6932059428,"(41.77182376052036, -87.69320594284754)"
04/03/2015,Completed,04/08/2015,15-01116664,Rodent Baiting/Rat Complaint,4,10,7,Dispatch Crew,Inspected and baited,3104 N DAVLIN CT,60618,1149974.7405266,1920330.80829501,31,25,21,41.9373002607,-87.7242302796,"(41.937300260709726, -87.72423027956272)"
04/03/2015,Completed,04/08/2015,15-01118729,Rodent Baiting/Rat Complaint,0,3,3,Dispatch Crew,"Area inspected, no cause and no baiting",6440 N WHIPPLE ST,60645,1154837.94773405,1942555.41579641,50,24,2,41.9981896874,-87.7057588269,"(41.99818968735215, -87.70575882688095)"
04/03/2015,Completed,04/08/2015,15-01111376,Rodent Baiting/Rat Complaint,0,4,1,Dispatch Crew,"Area inspected, no cause and no baiting",3033 W GUNNISON ST,60625,1155269.84378631,1932065.64010932,33,17,14,41.9693965172,-87.7044533523,"(41.96939651717248, -87.70445335225408)"
04/03/2015,Completed,04/13/2015,15-01120351,Rodent Baiting/Rat Complaint,5,9,6,Dispatch Crew,Inspected and baited,1253 N CLEAVER ST,60642,1166494.57432186,1908447.5019759,1,14,24,41.9043536372,-87.6638582174,"(41.90435363715064, -87.66385821740958)"
04/03/2015,Completed,04/08/2015,15-01115581,Rodent Baiting/Rat Complaint,1,8,1,Dispatch Crew,Inspected and baited,8426 S WOOD ST,60620,1165815.94739203,1848806.95218518,18,6,71,41.7407080586,-87.6680473209,"(41.7407080585709, -87.66804732092531)"
04/03/2015,Completed,04/08/2015,15-01112242,Rodent Baiting/Rat Complaint,1,6,2,Dispatch Crew,Inspected and baited,3342 W WARNER AVE,60618,1153363.52911513,1927396.67140141,33,17,16,41.9566227512,-87.7115874894,"(41.956622751222966, -87.71158748937944)"
04/03/2015,Completed,04/03/2015,15-01108581,Rodent Baiting/Rat Complaint,3,0,3,Dispatch Crew,Inspected and baited,3017 N LOTUS AVE,60641,1139511.77393398,1919525.54391901,31,25,19,41.935288089,-87.7627035571,"(41.93528808896124, -87.76270355714313)"
04/03/2015,Completed,04/08/2015,15-01115199,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",13015 S CARONDOLET AVE,60633,1198428.43960427,1819266.89037671,10,4,55,41.6588933524,-87.5495449734,"(41.65889335236888, -87.54954497334995)"
04/03/2015,Completed,04/08/2015,15-01117074,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,1507 W CHASE AVE,60626,1164997.3709051,1948348.20418086,49,24,1,42.0138748104,-87.6682202287,"(42.01387481043349, -87.66822022874184)"
04/03/2015,Completed,04/08/2015,15-01117366,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",1019 W 108TH PL,60643,1171420.07001239,1832866.02997924,34,22,75,41.6968431129,-87.6479792803,"(41.69684311285703, -87.64797928025207)"
04/03/2015,Completed,04/08/2015,15-01111357,Rodent Baiting/Rat Complaint,4,1,0,Dispatch Crew,Inspected and baited,2418 N CLYBOURN AVE,60614,1164767.80188383,1916183.64211253,32,19,7,41.9256189122,-87.6699813089,"(41.92561891217835, -87.66998130887525)"
04/03/2015,Completed,04/09/2015,15-01122229,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1404 N LOREL AVE,60651,1140431.8100234,1908823.30007653,37,25,25,41.9059031169,-87.7595854813,"(41.905903116895594, -87.75958548133084)"
04/03/2015,Completed,04/08/2015,15-01109183,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,4418 W GLADYS AVE,60624,1146992.59478981,1897989.47572022,24,11,26,41.876050954,-87.7357622475,"(41.87605095401949, -87.73576224746)"
04/03/2015,Completed,04/09/2015,15-01112093,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,1620 W DEVON AVE,60660,1164159.67712005,1942578.59730343,40,24,1,41.9980607016,-87.6714666933,"(41.998060701618165, -87.67146669333164)"
04/03/2015,Completed,04/09/2015,15-01114129,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1628 W OLIVE AVE,60660,1164394.79291677,1937568.06599747,40,20,77,41.98430667,-87.6707443955,"(41.98430667001256, -87.67074439551033)"
04/03/2015,Completed,04/09/2015,15-01121652,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,Inspected and baited,5856 N MOBILE AVE,60646,1133262.91069959,1938545.86400662,45,16,10,41.9875936068,-87.785221684,"(41.98759360676852, -87.78522168403123)"
04/03/2015,Completed,04/14/2015,15-01120396,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,60 E 23RD ST,60616,1177248.22811195,1889125.60071475,2,1,33,41.8510961556,-87.6249433238,"(41.851096155576556, -87.62494332379022)"
04/03/2015,Completed,04/08/2015,15-01120070,Rodent Baiting/Rat Complaint,1,9,1,Dispatch Crew,Inspected and baited,6158 S HOMAN AVE,60629,1154788.96630479,1863508.77752353,15,8,66,41.7812790368,-87.7080579701,"(41.78127903676907, -87.70805797010242)"
04/03/2015,Completed,04/08/2015,15-01118700,Rodent Baiting/Rat Complaint,0,6,0,Dispatch Crew,"Area inspected, no cause and no baiting",4415 S UNION AVE,60609,1172369.23000789,1875542.38000409,11,9,61,41.813931639,-87.6432506506,"(41.81393163904252, -87.643250650609)"
04/03/2015,Completed,04/14/2015,15-01121196,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,45 E 23RD ST,60616,1177124.12811195,1889122.10071475,2,1,33,41.8510893597,-87.6253988988,"(41.85108935969641, -87.6253988987629)"
04/03/2015,Completed,04/08/2015,15-01117535,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",3819 S PARNELL AVE,60609,1173259.039125,1879511.107,11,9,60,41.8248025428,-87.6398692818,"(41.82480254283839, -87.63986928176627)"
04/03/2015,Completed,04/09/2015,15-01117702,Rodent Baiting/Rat Complaint,0,5,3,Dispatch Crew,Inspected and baited,2900 W WILCOX ST,60612,1157078.68193432,1899217.44282363,2,11,27,41.8792219499,-87.6986961476,"(41.879221949900895, -87.69869614763712)"
04/03/2015,Completed,04/08/2015,15-01118748,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,"Area inspected, no cause and no baiting",6809 S INDIANA AVE,60637,1178768.11411206,1859912.62169809,20,3,69,41.7708986952,-87.6202547164,"(41.7708986952128, -87.62025471638458)"
04/03/2015,Completed,04/08/2015,15-01109878,Rodent Baiting/Rat Complaint,3,7,4,Dispatch Crew,Inspected and baited,3313 W IRVING PARK RD,60618,1153527.80089918,1926399.86898154,33,17,16,41.953884186,-87.7110101897,"(41.95388418595681, -87.71101018973674)"
04/03/2015,Completed,04/08/2015,15-01111288,Rodent Baiting/Rat Complaint,3,7,0,Dispatch Crew,Inspected and baited,2402 N SURREY CT,60614,1167344.24002548,1916094.49037791,32,19,7,41.9253191909,-87.6605168215,"(41.92531919091863, -87.66051682147278)"
04/03/2015,Completed,04/08/2015,15-01114648,Rodent Baiting/Rat Complaint,1,9,4,Dispatch Crew,Inspected and baited,1230 N NOBLE ST,60642,1166826.09229022,1908425.56007907,1,14,24,41.904286321,-87.6626410974,"(41.90428632102188, -87.66264109738702)"
04/03/2015,Completed,04/13/2015,15-01120395,Rodent Baiting/Rat Complaint,2,3,3,Dispatch Crew,Inspected and baited,2532 W CORTLAND ST,60647,1159184.56971298,1912538.18510837,1,14,22,41.9157322018,-87.6905972432,"(41.9157322017721, -87.69059724318726)"
04/03/2015,Completed,04/09/2015,15-01117148,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,55 W JACKSON BLVD,60604,1175844.68358904,1898976.81819175,2,1,32,41.8781602035,-87.6297982857,"(41.87816020348887, -87.62979828572479)"
04/03/2015,Completed,04/08/2015,15-01115767,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,"Area inspected, no cause and no baiting",6516 S ABERDEEN ST,60621,1170102.70849554,1861596.31409576,17,7,68,41.7757117151,-87.6519698765,"(41.77571171513979, -87.65196987654822)"
04/03/2015,Completed,04/14/2015,15-01124222,Rodent Baiting/Rat Complaint,2,8,2,Dispatch Crew,Inspected and baited,6512 S PEORIA ST,60621,1171426.32851967,1861658.75397385,17,7,68,41.7758541772,-87.647115798,"(41.77585417723717, -87.64711579801288)"
04/03/2015,Completed,04/08/2015,15-01107624,Rodent Baiting/Rat Complaint,4,2,3,Dispatch Crew,Inspected and baited,7024 S WENTWORTH AVE,60621,1176174.2271253,1858402.42563289,6,7,69,41.7668131701,-87.6298081608,"(41.766813170083, -87.6298081608037)"
04/03/2015,Completed,04/14/2015,15-01123851,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2244 W BELMONT AVE,60618,1160839.08419667,1921212.3282097,32,19,5,41.9395004432,-87.6842774489,"(41.93950044317109, -87.68427744890522)"
04/03/2015,Completed,04/08/2015,15-01111351,Rodent Baiting/Rat Complaint,1,1,0,Dispatch Crew,Inspected and baited,2643 N CLYBOURN AVE,60614,1163483.04967347,1917505.46980907,32,19,7,41.9292732648,-87.6746647979,"(41.929273264845776, -87.67466479792962)"
